社内品番,日付,ライン,品名,生産計画数,生産数,不良数,シフト,残業,段取,修理,調整,休憩,対応待ち（残業中未復旧）,停止時間(計画停止),作業すべき時間,作業時間,稼働率,作業率,能率,段取・調整,黄箱品,60,
92511,5/26,成型16号,NB8 US,"2,922","3,049",,18.00,6.00,,,0.10,2.50,,,21.50 ,21.40 ,89.58%,99.53%,142.5,,,1284,21.40
92211,5/26,成型17号,960B FR2,694,602,,4.75,,,,0.27,0.33,,,4.42 ,4.15 ,18.42%,93.89%,145.1,,,249,4.15
92541,5/26,成型17号,410D FR2,"1,064","1,258",,13.25,,1.25,,0.37,2.33,,,10.92 ,9.30 ,45.50%,85.16%,135.3,1,,558,9.30
91681,5/26,成型18号,D54L RR,"2,940","3,073",,18.00,6.00,,,0.10,0.33,,,23.67 ,23.57 ,98.63%,99.58%,130.4,,,1414,23.57
91111,5/26,成型19号,TTA,"2,024","2,148",,18.00,,,,1.02,2.00,,,16.00 ,14.98 ,66.67%,93.63%,143.4,,,899,14.98
92441,5/26,成型20号,310D CTR,"3,336","2,886",,18.00,6.00,,,0.07,2.83,1.00,,21.17 ,20.10 ,88.21%,94.95%,143.6,,,1206,20.10
90271,5/26,成型21号,3X45 CTR,"1,034",976,,11.00,,0.92,,,1.50,,,9.50 ,8.58 ,39.58%,90.32%,113.8,,,515,8.58
90351,5/26,成型21号,400A RR,337,475,9,7.00,,,,0.18,1.17,,,5.83 ,5.65 ,24.29%,96.91%,84.1,4,,339,5.65
92661,5/26,成型22号,CH2 RR,"2,128","2,163",,18.00,1.00,,,,2.67,,1.00,15.33 ,15.33 ,63.88%,100.00%,141.1,,,916,15.27
92431,5/26,成型23号,410D RR,"1,536","1,740",,18.00,6.00,,,13.00,2.67,,,21.33 ,8.33 ,88.88%,39.05%,208.9,,,1272,21.20
92651,5/26,成型24号,500D RR,"2,042","2,155",,18.00,6.00,1.83,,0.07,,,,24.00 ,22.10 ,100.00%,92.08%,97.5,21,,1326,22.10
92231,5/27,成型01号,900B RR,"2,325","3,485",,18.00,4.00,,,0.05,1.83,,1.00,19.17 ,19.12 ,79.88%,99.74%,182.3,,,1147,19.12
91451,5/27,成型02号,400B RR,"2,922","3,217",,18.00,6.00,,,0.13,2.67,,,21.33 ,21.20 ,88.88%,99.39%,151.7,,,1272,21.20
91831,5/27,成型03号,3N0 RR EU,"1,982","2,115",,18.00,6.00,,,0.28,2.00,,,22.00 ,21.72 ,91.67%,98.73%,97.4,,,1303,21.72
91441,5/27,成型04号,400B FR,"2,709","2,751",,18.00,6.00,,,0.13,2.00,,,22.00 ,21.87 ,91.67%,99.41%,125.8,,,1312,21.87
92221,5/27,成型05号,900B FR,"2,556","3,230",,18.00,4.00,,,0.37,3.00,,,19.00 ,18.63 ,79.17%,98.05%,173.4,,,1118,18.63
91001,5/27,成型06号,HR3 ENCAP,"1,318",969,,8.00,,,,0.18,1.00,,,7.00 ,6.82 ,29.17%,97.43%,142.1,,,409,6.82
91811,5/27,成型06号,3MO CTR,171,911,,10.00,,2.00,,0.18,1.17,,,8.83 ,6.65 ,36.79%,75.31%,137.0,7,,399,6.65
90311,5/27,成型07号,3X45 対米 SIDE,"1,921","1,988",,18.00,,,,0.05,2.67,,1.00,14.33 ,14.28 ,59.71%,99.65%,139.2,,,857,14.28
92381,5/27,成型08号,5A45 X1,"1,088","1,024",,18.00,,,,,2.50,,1.00,14.50 ,14.50 ,60.42%,100.00%,70.6,,,870,14.50
92201,5/27,成型09号,970B 3RD,"1,148","1,252",,18.00,1.67,,,0.10,2.67,,1.00,16.00 ,15.90 ,66.67%,99.38%,78.7,,,954,15.90
92181,5/27,成型10号,050D CTR,"2,579","2,426",,9.00,4.00,0.07,,0.16,,,,13.00 ,12.77 ,54.17%,98.23%,190.0,,,766,12.77
92371,5/27,成型10号,440D CTR,"1,281","1,456",,9.00,2.00,1.83,,0.13,1.17,,,9.83 ,7.87 ,40.96%,80.06%,185.0,5,,472,7.87
91881,5/27,成型11号,800B CTR,"2,333","2,258",,15.00,6.00,,,0.46,0.17,1.67,,20.83 ,18.70 ,86.79%,89.77%,120.7,,,1122,18.70
92331,5/27,成型11号,960B RR,654,106,,3.00,,1.72,,,0.25,,,2.75 ,1.03 ,11.46%,37.45%,102.9,,,62,1.03
91901,5/27,成型12号,670B CAP,"2,900","2,909",,18.00,6.00,,,0.17,1.50,,,22.50 ,22.33 ,93.75%,99.24%,130.3,,,1340,22.33
92611,5/27,成型13号,500D CTR,"2,052","2,009",,18.00,6.00,,,0.13,1.50,,,22.50 ,22.37 ,93.75%,99.42%,89.8,,,1342,22.37
92691,5/27,成型14号,655D 3RD CTR,"1,363","1,373",,18.00,,,,0.01,2.67,,,15.33 ,15.32 ,63.88%,99.93%,89.6,,,919,15.32
92481,5/27,成型15号,155D RR,"3,596","4,319",,18.00,6.00,,,0.13,2.00,,,22.00 ,21.87 ,91.67%,99.41%,197.5,5,,1312,21.87
92511,5/27,成型16号,NB8 US,"2,922","3,207",,18.00,6.00,,,0.13,1.17,,,22.83 ,22.70 ,95.13%,99.43%,141.3,,,1362,22.70
92541,5/27,成型17号,410D FR2,"2,024","2,030",,18.00,,,,0.54,2.33,,,15.67 ,15.13 ,65.29%,96.55%,134.2,,,908,15.13
91681,5/27,成型18号,D54L RR,"2,940","2,925",,18.00,6.00,,,0.33,1.00,,,23.00 ,22.67 ,95.83%,98.57%,129.0,,,1360,22.67
91111,5/27,成型19号,TTA,"2,024","2,177",1,18.00,,,,0.15,2.33,,,15.67 ,15.52 ,65.29%,99.04%,140.3,,,931,15.52
92441,5/27,成型20号,310D CTR,"3,332","2,951",,18.00,6.00,0.78,,0.27,2.50,,,21.50 ,20.45 ,89.58%,95.10%,144.3,,,1227,20.45
90351,5/27,成型21号,400A RR,"1,240","1,269",,18.00,,,,0.72,2.33,,,15.67 ,14.95 ,65.29%,95.41%,84.9,,,897,14.95
92661,5/27,成型22号,CH2 RR,"2,128","1,825",11,18.00,,,,0.26,2.67,,1.00,14.33 ,14.07 ,59.71%,98.19%,129.7,,,844,14.07
92431,5/27,成型23号,410D RR,"1,536","1,783",,18.00,6.00,,,0.14,2.33,,,21.67 ,21.53 ,90.29%,99.35%,82.8,,,1292,21.53
92651,5/27,成型24号,500D RR,"2,042","2,000",6,18.00,6.00,,1.58,0.06,1.33,,,22.67 ,21.03 ,94.46%,92.77%,95.1,,,1262,21.03
92231,5/28,成型01号,900B RR,"2,325","2,529",,18.00,,,,1.26,2.67,,,15.33 ,14.07 ,63.88%,91.78%,179.7,,,844,14.07
91451,5/28,成型02号,400B RR,"2,922","3,165",,18.00,6.00,,,0.07,2.83,,,21.17 ,21.10 ,88.21%,99.67%,150.0,,,1266,21.10
91831,5/28,成型03号,3N0 RR EU,"1,982","1,990",,18.00,6.00,,,0.06,2.67,,,21.33 ,21.27 ,88.88%,99.72%,93.6,,,1276,21.27
91441,5/28,成型04号,400B FR,"2,709","2,717",,18.00,6.00,,,0.11,2.67,,,21.33 ,21.22 ,88.88%,99.48%,128.0,,,1273,21.22
92221,5/28,成型05号,900B FR,"2,556","2,403",,18.00,,,,0.18,2.67,,1.25,14.08 ,13.90 ,58.67%,98.72%,172.9,,,834,13.90
91811,5/28,成型06号,3MO CTR,"1,921","1,967",3,18.00,,,,0.08,2.67,,1.00,14.33 ,14.25 ,59.71%,99.44%,138.0,,,855,14.25
90311,5/28,成型07号,3X45 対米 SIDE,217,135,,1.00,,,,0.03,,,,1.00 ,0.97 ,4.17%,97.00%,139.2,,,58,0.97
90291,5/28,成型07号,3X45 SIDE,"1,410","1,711",,17.00,,0.87,,,2.50,,1.00,13.50 ,12.63 ,56.25%,93.56%,135.5,5,,758,12.63
92381,5/28,成型08号,5A45 X1,"1,088",979,,18.00,,,,0.55,2.67,,1.00,14.33 ,13.78 ,59.71%,96.16%,71.0,,,827,13.78
92201,5/28,成型09号,970B 3RD,"1,148","1,278",,18.00,1.58,,,0.06,2.50,,1.00,16.08 ,16.02 ,67.00%,99.63%,79.8,,,961,16.02
92371,5/28,成型10号,440D CTR,"3,786","3,712",,17.00,6.00,,,0.15,1.50,,,21.50 ,21.35 ,89.58%,99.30%,173.9,,,1281,21.35
91851,5/28,成型10号,700B CTR 424,77,,,1.00,,1.00,,,,,,1.00 ,,4.17%,,,,,,
92331,5/28,成型11号,960B RR,"3,380","3,159",,18.00,6.00,,,0.14,0.33,,,23.67 ,23.53 ,98.63%,99.41%,134.3,,,1412,23.53
91901,5/28,成型12号,670B CAP,"2,900","2,830",,18.00,6.00,,,0.03,2.67,,,21.33 ,21.30 ,88.88%,99.86%,132.9,,,1278,21.30
92611,5/28,成型13号,500D CTR,271,305,,2.00,4.00,1.75,,0.22,0.33,,,5.67 ,3.70 ,23.63%,65.26%,82.4,,,327,5.45
91331,5/28,成型13号,XC2A FR,"1,623","1,444",,16.00,2.00,2.00,,0.12,0.33,,,17.67 ,15.55 ,73.63%,88.00%,92.9,12,,933,15.55
92691,5/28,成型14号,655D 3RD CTR,"1,363","1,371",,18.00,,,,,2.67,,,15.33 ,15.33 ,63.88%,100.00%,89.4,,,920,15.33
92481,5/28,成型15号,155D RR,"3,968","4,193",,18.00,6.00,,,0.06,2.67,,,21.33 ,21.27 ,88.88%,99.72%,197.1,,,1276,21.27
92511,5/28,成型16号,NB8 US,"2,922","2,985",,18.00,6.00,,,0.08,2.50,,,21.50 ,21.42 ,89.58%,99.63%,139.4,,,1285,21.42
92211,5/28,成型17号,960B FR2,"2,024","1,427",,18.00,,,,,2.67,,4.75,10.58 ,10.58 ,44.08%,100.00%,134.9,,,635,10.58
91681,5/28,成型18号,D54L RR,"2,940","2,894",,18.00,6.00,,,0.28,1.00,,,23.00 ,22.72 ,95.83%,98.78%,127.4,,,1363,22.72
91111,5/28,成型19号,TTA,"2,024","2,168",,18.00,,,,0.02,2.00,,1.00,15.00 ,14.98 ,62.50%,99.87%,144.7,,,899,14.98
92441,5/28,成型20号,310D CTR,"3,336","3,177",,18.00,6.00,,,0.30,2.00,,,22.00 ,21.70 ,91.67%,98.64%,146.4,,,1302,21.70
90351,5/28,成型21号,400A RR,"1,240","1,232",18,18.00,,,,1.02,2.50,,,15.50 ,14.48 ,64.58%,93.42%,85.1,,,869,14.48
92661,5/28,成型22号,CH2 RR,"2,128","1,514",12,18.00,2.00,,4.66,0.53,2.33,,1.00,16.67 ,11.48 ,69.46%,68.87%,131.9,,,689,11.48
92431,5/28,成型23号,410D RR,"1,536","1,766",,18.00,6.00,,,0.13,2.50,,,21.50 ,21.37 ,89.58%,99.40%,82.6,,,1282,21.37
92651,5/28,成型24号,500D RR,"2,042","2,270",,18.00,6.00,,,0.05,0.33,,,23.67 ,23.62 ,98.63%,99.79%,96.1,,,1417,23.62
92231,5/29,成型01号,900B RR,"2,050","2,522",,16.00,,,,0.55,1.67,,,14.33 ,13.78 ,59.71%,96.16%,183.0,,,827,13.78
91451,5/29,成型02号,400B RR,"2,411","2,088",,11.00,4.42,,,0.05,1.50,,,13.92 ,13.87 ,58.00%,99.64%,150.5,,,832,13.87
91461,5/29,成型02号,400B CTR,,115,,5.00,,4.00,,0.05,0.17,,,4.83 ,0.78 ,20.13%,16.15%,147.4,,,47,0.78
91831,5/29,成型03号,3N0 RR EU,987,844,,5.33,4.00,,,0.16,0.50,,,8.83 ,8.67 ,36.79%,98.19%,97.3,,,520,8.67
91791,5/29,成型03号,GC7 CTR,757,928,11,10.67,2.00,2.50,,0.42,1.33,,,11.34 ,8.42 ,47.25%,74.25%,110.2,5,,505,8.42
91441,5/29,成型04号,400B FR,"2,457","2,587",,16.00,6.00,,,0.08,1.50,,,20.50 ,20.42 ,85.42%,99.61%,126.7,,,1225,20.42
92221,5/29,成型05号,900B FR,,366,,2.17,,,,,,,,2.17 ,2.17 ,9.04%,100.00%,168.7,,,130,2.17
91811,5/29,成型06号,3MO CTR,"1,694","1,587",,16.00,,,,1.53,1.67,,1.00,13.33 ,11.80 ,55.54%,88.52%,134.5,,,708,11.80
90291,5/29,成型07号,3X45 SIDE,"1,134",891,,11.00,,2.07,,0.05,1.33,,1.00,8.67 ,6.55 ,36.13%,75.55%,136.0,,,393,6.55
91771,5/29,成型07号,4X45 21MY,260,611,,5.00,,,,0.20,0.33,,,4.67 ,4.47 ,19.46%,95.72%,136.7,8,,268,4.47
92381,5/29,成型08号,5A45 X1,958,"1,087",,16.00,1.67,,,0.38,1.67,,,16.00 ,15.62 ,66.67%,97.63%,69.6,,,937,15.62
92201,5/29,成型09号,970B 3RD,998,"1,068",,16.00,,,,0.13,1.50,,1.00,13.50 ,13.37 ,56.25%,99.04%,79.9,,,802,13.37
91841,5/29,成型10号,700B CTR 64,"2,129","2,255",,16.00,6.00,1.04,,0.16,2.83,,,19.17 ,17.97 ,79.88%,93.74%,125.5,12,,1078,17.97
92331,5/29,成型11号,960B RR,"2,825","3,211",,16.00,6.00,,,0.08,0.50,,,21.50 ,21.42 ,89.58%,99.63%,149.9,,,1285,21.42
91901,5/29,成型12号,670B CAP,"2,628","2,809",,16.00,6.00,,,0.15,0.50,,,21.50 ,21.35 ,89.58%,99.30%,131.6,,,1281,21.35
91331,5/29,成型13号,XC2A FR,"1,898","1,957",,16.00,6.00,,,0.13,0.67,,,21.33 ,21.20 ,88.88%,99.39%,92.3,,,1272,21.20
92691,5/29,成型14号,655D 3RD CTR,"1,172",787,,11.00,,0.50,,0.08,1.50,,,9.50 ,8.92 ,39.58%,93.89%,88.2,,,535,8.92
92481,5/29,成型15号,155D RR,"3,596","4,150",,16.00,6.00,,,0.25,0.50,,,21.50 ,21.25 ,89.58%,98.84%,195.3,,,1275,21.25
92511,5/29,成型16号,NB8 US,"1,169","1,039",,3.33,4.00,,,0.06,,,,7.33 ,7.27 ,30.54%,99.18%,142.9,,,436,7.27
91891,5/29,成型16号,202B,790,971,,12.67,2.00,1.83,,0.70,1.67,,,13.00 ,10.47 ,54.17%,80.54%,92.7,4,,628,10.47
92541,5/29,成型17号,410D FR2,"1,531","2,125",,16.00,4.00,0.92,,0.68,2.67,,,17.33 ,15.73 ,72.21%,90.77%,135.1,,,944,15.73
91681,5/29,成型18号,D54L RR,"2,688","2,684",,16.00,6.00,,,,2.00,,,20.00 ,20.00 ,83.33%,100.00%,134.2,,,1238,20.63
91111,5/29,成型19号,TTA,"1,760","1,906",,16.00,,,,,1.33,,1.00,13.67 ,13.67 ,56.96%,100.00%,139.4,,,960,16.00
92441,5/29,成型20号,310D CTR,"3,050","3,005",,16.00,6.00,,,0.04,1.33,,,20.67 ,20.63 ,86.13%,99.81%,145.7,,,1238,20.63
90351,5/29,成型21号,400A RR,,144,,2.00,,,,0.15,0.17,,,1.83 ,1.68 ,7.63%,91.80%,85.7,,,101,1.68
92661,5/29,成型22号,CH2 RR,"1,850","2,245",10,16.00,2.00,,,0.63,1.17,,,16.83 ,16.20 ,70.13%,96.26%,138.6,,,972,16.20
92431,5/29,成型23号,410D RR,"1,392","1,711",,16.00,6.00,,,0.37,1.00,,,21.00 ,20.63 ,87.50%,98.24%,82.9,,,1238,20.63
92651,5/29,成型24号,500D RR,"1,625","1,357",,11.00,4.00,0.50,,,0.17,,,14.83 ,14.33 ,61.79%,96.63%,94.7,,,860,14.33
92671,5/29,成型24号,655D 3RD SIDE,16,194,,5.00,,2.83,,0.04,,,,5.00 ,2.13 ,20.83%,42.60%,91.1,10,,128,2.13
92231,6/1,成型01号,900B RR,"1,153",554,,3.50,,,,0.35,0.17,,,3.33 ,2.98 ,13.88%,89.49%,185.9,,,179,2.98
90741,6/1,成型01号,740A RR,745,810,,7.50,,1.50,,0.17,1.33,,,6.17 ,4.50 ,25.71%,72.93%,180.0,,,270,4.50
90741,6/1,成型01号,740A RR,,989,,7.00,,,,0.40,1.17,,,5.83 ,5.43 ,24.29%,93.14%,182.1,,,326,5.43
90741,6/1,成型01号,740A RR,,97,,,,,,,,,,,,,,,,1,,
91461,6/1,成型02号,400B CTR,"3,200","2,293",,11.00,6.00,,,0.34,1.83,,,15.17 ,14.83 ,63.21%,97.76%,154.6,,,890,14.83
91461,6/1,成型02号,400B CTR,,860,,7.00,,,,0.36,1.17,,,5.83 ,5.47 ,24.29%,93.83%,157.2,,,328,5.47
91791,6/1,成型03号,GC7 CTR,"2,410","1,783",,11.00,6.00,,,0.12,1.50,,,15.50 ,15.38 ,64.58%,99.23%,115.9,,,923,15.38
91791,6/1,成型03号,GC7 CTR,,635,,7.00,,,,0.28,1.17,,,5.83 ,5.55 ,24.29%,95.20%,114.4,,,333,5.55
91791,6/1,成型03号,GC7 CTR,,36,,,,,,,,,,,,,,,,4,,
91441,6/1,成型04号,400B FR,"2,688","2,034",,11.00,6.00,,,0.27,1.00,,,16.00 ,15.73 ,66.67%,98.31%,129.3,,,944,15.73
91441,6/1,成型04号,400B FR,,731,,7.00,,,,0.21,1.17,,,5.83 ,5.62 ,24.29%,96.40%,130.1,,,337,5.62
91441,6/1,成型04号,400B FR,,80,,,,,,,,,,,,,,,,1,,
92221,6/1,成型05号,900B FR,"2,528","1,245",10,11.00,,,,1.47,1.33,,1.00,8.67 ,7.20 ,36.13%,83.04%,172.9,,,432,7.20
92221,6/1,成型05号,900B FR,,864,,7.00,,,,0.76,1.17,,,5.83 ,5.07 ,24.29%,86.96%,170.4,,,304,5.07
92221,6/1,成型05号,900B FR,,44,,,,,,,,,,,,,,,,,,
91811,6/1,成型06号,3MO CTR,"1,900","1,090",,11.00,,,,0.43,1.50,,1.00,8.50 ,8.07 ,35.42%,94.94%,135.1,,,484,8.07
91811,6/1,成型06号,3MO CTR,,743,,7.00,,,,0.33,1.17,,,5.83 ,5.50 ,24.29%,94.34%,135.1,,,330,5.50
91771,6/1,成型07号,4X45 21MY,"1,944","1,010",,11.00,,,,1.18,1.50,,1.00,8.50 ,7.32 ,35.42%,86.12%,138.0,,,439,7.32
91771,6/1,成型07号,4X45 21MY,,559,,7.00,,,,1.45,1.17,,,5.83 ,4.38 ,24.29%,75.13%,127.6,,,263,4.38
91771,6/1,成型07号,4X45 21MY,,39,,,,,,,,,,,,,,,,4,,
92381,6/1,成型08号,5A45 X1,"1,088",653,,11.00,,,,0.04,1.33,,,9.67 ,9.63 ,40.29%,99.59%,67.8,,,578,9.63
92381,6/1,成型08号,5A45 X1,,368,,7.00,,,,0.08,0.17,,,6.83 ,6.75 ,28.46%,98.83%,54.5,,,405,6.75
92381,6/1,成型08号,5A45 X1,,27,,,,,,,,,,,,,,,,1,,
92201,6/1,成型09号,970B 3RD,"1,148",685,,11.00,,,,0.14,1.33,,1.00,8.67 ,8.53 ,36.13%,98.39%,80.3,,,512,8.53
92201,6/1,成型09号,970B 3RD,,453,,7.00,,,,0.06,1.17,,,5.83 ,5.77 ,24.29%,98.97%,78.5,,,346,5.77
91321,6/1,成型10号,XC2A RR,"2,388","1,819",,11.00,6.00,0.17,,0.11,1.50,,,15.50 ,15.22 ,64.58%,98.19%,119.5,5,,913,15.22
91321,6/1,成型10号,XC2A RR,,685,,7.00,,,,0.08,1.17,,,5.83 ,5.75 ,24.29%,98.63%,119.1,,,345,5.75
92331,6/1,成型11号,960B RR,"2,220","2,799",,11.00,8.00,,,0.07,0.50,,,18.50 ,18.43 ,77.08%,99.62%,151.9,,,1106,18.43
92331,6/1,成型11号,960B RR,,872,,7.00,,,,0.08,1.17,,,5.83 ,5.75 ,24.29%,98.63%,151.7,,,345,5.75
91901,6/1,成型12号,670B CAP,"2,900","2,242",,11.00,6.00,,,0.15,0.17,,,16.83 ,16.68 ,70.13%,99.11%,134.4,,,1001,16.68
91901,6/1,成型12号,670B CAP,,767,,7.00,,,,0.10,1.17,,,5.83 ,5.73 ,24.29%,98.28%,133.9,,,344,5.73
91331,6/1,成型13号,XC2A FR,"1,364","1,377",,7.00,8.00,,,0.10,,,,15.00 ,14.90 ,62.50%,99.33%,92.4,,,1477,24.62
91331,6/1,成型13号,XC2A FR,"2,076","2,122",,11.00,13.00,,,0.12,0.83,,,23.17 ,23.05 ,96.54%,99.48%,92.1,,,1383,23.05
91331,6/1,成型13号,XC2A FR,,6,,,,,,,,,,,,,,,,,,
91781,6/1,成型14号,MS2 FR,961,622,,9.00,,,,0.27,1.33,,,7.67 ,7.40 ,31.96%,96.48%,84.1,,,444,7.40
91781,6/1,成型14号,MS2 FR,,516,,7.00,,,,0.16,1.17,,,5.83 ,5.67 ,24.29%,97.26%,91.0,,,340,5.67
92481,6/1,成型15号,155D RR,"3,968","4,681",,11.00,13.00,,,0.02,0.50,,,23.50 ,23.48 ,97.92%,99.91%,199.4,,,1409,23.48
92481,6/1,成型15号,155D RR,"2,852","3,486",,7.00,11.00,,,0.05,0.67,,,17.33 ,17.28 ,72.21%,99.71%,201.7,,,1037,17.28
91891,6/1,成型16号,202B,"1,668","1,481",,11.00,6.17,,,0.02,1.33,,,15.84 ,15.82 ,66.00%,99.87%,93.6,,,949,15.82
91891,6/1,成型16号,202B,,22,,,,,,,,,,,,,,,,,,
92111,6/1,成型16号,990B RR,,400,,,6.83,1.58,,0.68,,,,6.83 ,4.57 ,28.46%,66.91%,87.5,7,,274,4.57
92111,6/1,成型16号,990B RR,,"1,273",,7.00,7.00,,,0.45,0.33,,,13.67 ,13.22 ,56.96%,96.71%,96.3,,,793,13.22
91441,6/1,成型17号,400B FR,"1,390","1,288",,9.00,2.00,,,0.47,1.00,,,10.00 ,9.53 ,41.67%,95.30%,135.2,,,572,9.53
91441,6/1,成型17号,400B FR,,716,,7.00,,,,0.43,1.17,,,5.83 ,5.40 ,24.29%,92.62%,132.6,,,324,5.40
91681,6/1,成型18号,D54L RR,"2,940","2,044",,11.00,6.00,,,0.13,1.00,,,16.00 ,15.87 ,66.67%,99.19%,128.8,,,952,15.87
91681,6/1,成型18号,D54L RR,,816,,7.00,,,,0.45,0.17,,,6.83 ,6.38 ,28.46%,93.41%,127.9,,,383,6.38
91111,6/1,成型19号,TTA,"2,024","1,155",1,11.00,,,,0.67,1.50,,1.00,8.50 ,7.83 ,35.42%,92.12%,147.5,,,470,7.83
91111,6/1,成型19号,TTA,,830,,7.00,,,,0.37,1.00,,,6.00 ,5.63 ,25.00%,93.83%,147.4,,,338,5.63
92441,6/1,成型20号,310D CTR,"2,192","3,337",,11.00,13.00,,,0.15,1.17,,,22.83 ,22.68 ,95.13%,99.34%,147.1,,,1361,22.68
92441,6/1,成型20号,310D CTR,"3,336","2,355",,7.00,10.00,,,0.33,0.67,,,16.33 ,16.00 ,68.04%,97.98%,147.2,,,1577,26.28
90351,6/1,成型21号,400A RR,"1,240",588,,9.00,,,,0.85,1.00,,,8.00 ,7.15 ,33.33%,89.38%,82.2,,,429,7.15
90351,6/1,成型21号,400A RR,,428,,7.00,,,,0.87,1.00,,,6.00 ,5.13 ,25.00%,85.50%,83.4,,,308,5.13
92661,6/1,成型22号,CH2 RR,"2,128","1,442",4,11.00,2.00,,,0.71,1.17,,,11.83 ,11.12 ,49.29%,94.00%,129.7,,,667,11.12
92661,6/1,成型22号,CH2 RR,,769,,7.00,,,,0.11,1.17,,,5.83 ,5.72 ,24.29%,98.11%,134.4,,,343,5.72
92661,6/1,成型22号,CH2 RR,,125,,,,,,,,,,,,,,,,19,,
92431,6/1,成型23号,410D RR,"1,536","1,285",,11.00,6.00,,,0.20,1.33,,,15.67 ,15.47 ,65.29%,98.72%,83.1,,,928,15.47
92431,6/1,成型23号,410D RR,,473,,7.00,,,,0.27,1.00,,,6.00 ,5.73 ,25.00%,95.50%,82.5,,,344,5.73
92671,6/1,成型24号,655D 3RD SIDE,"1,820","2,261",,11.00,13.00,,,0.10,0.33,,,23.67 ,23.57 ,98.63%,99.58%,95.9,,,1414,23.57
92671,6/1,成型24号,655D 3RD SIDE,"1,196","1,678",,7.00,12.00,,,,0.50,,,18.50 ,18.50 ,77.08%,100.00%,90.7,,,1110,18.50
90741,6/2,成型01号,740A RR,"2,300","2,593",,18.00,,,,0.73,2.67,,,15.33 ,14.60 ,63.88%,95.24%,177.6,,,876,14.60
91461,6/2,成型02号,400B CTR,"2,300","2,298",,18.00,,,,0.61,2.67,,,15.33 ,14.72 ,63.88%,96.02%,156.1,3,,883,14.72
91791,6/2,成型03号,GC7 CTR,"1,732","1,726",,18.00,,,,0.30,2.67,,,15.33 ,15.03 ,63.88%,98.04%,114.8,,,902,15.03
91441,6/2,成型04号,400B FR,"2,688","2,693",,18.00,6.00,,,0.10,2.83,,,21.17 ,21.07 ,88.21%,99.53%,127.8,,,1264,21.07
92221,6/2,成型05号,900B FR,"2,528","2,323",45,18.00,,,,0.71,2.67,,1.00,14.33 ,13.62 ,59.71%,95.05%,170.6,,,817,13.62
91811,6/2,成型06号,3MO CTR,"1,900","1,836",,18.00,,,,0.51,2.67,,1.00,14.33 ,13.82 ,59.71%,96.44%,132.9,,,829,13.82
91771,6/2,成型07号,4X45 21MY,"1,944","2,102",,18.00,,,,0.38,2.67,,,15.33 ,14.95 ,63.88%,97.52%,140.6,,,897,14.95
92381,6/2,成型08号,5A45 X1,598,667,,11.00,,,,0.28,1.00,,,10.00 ,9.72 ,41.67%,97.20%,68.6,,,583,9.72
92391,6/2,成型08号,5A45 V2,347,365,,7.00,,0.75,,0.05,1.00,,,6.00 ,5.20 ,25.00%,86.67%,70.2,,,312,5.20
92201,6/2,成型09号,970B 3RD,"1,148","1,233",,18.00,,,,,2.50,,,15.50 ,15.50 ,64.58%,100.00%,79.5,,,930,15.50
91321,6/2,成型10号,XC2A RR,"2,388","2,436",,18.00,6.00,,,0.18,2.50,,,21.50 ,21.32 ,89.58%,99.16%,114.3,,,1279,21.32
92331,6/2,成型11号,960B RR,"2,220","1,213",,8.00,1.83,0.17,,0.25,1.33,,,8.50 ,8.08 ,35.42%,95.06%,150.1,,,1054,17.57
91881,6/2,成型11号,800B CTR,,"1,325",,10.00,2.00,1.17,,0.17,1.17,,,10.83 ,9.49 ,45.13%,87.63%,139.6,1,,,
91901,6/2,成型12号,670B CAP,875,726,,2.00,4.00,0.58,,,,,,6.00 ,5.42 ,25.00%,90.33%,133.9,,,998,16.63
91911,6/2,成型12号,670B 2ND SIDE,"1,764","1,415",,16.00,2.00,2.58,1.67,0.21,2.33,,,15.67 ,11.21 ,65.29%,71.54%,126.2,5,,,
91331,6/2,成型13号,XC2A FR,925,893,,6.17,4.00,,,0.07,0.33,,,9.84 ,9.77 ,41.00%,99.29%,91.4,,,586,9.77
92321,6/2,成型13号,960B FR1,928,980,,11.83,2.00,2.00,,0.28,0.50,,,13.33 ,11.05 ,55.54%,82.90%,88.7,5,,663,11.05
91781,6/2,成型14号,MS2 FR,"1,224","1,230",,18.00,,,,1.26,2.67,,,15.33 ,14.07 ,63.88%,91.78%,87.4,,,844,14.07
92481,6/2,成型15号,155D RR,"3,968","3,988",,18.00,6.00,,,0.10,3.00,,,21.00 ,20.90 ,87.50%,99.52%,190.8,,,1254,20.90
92111,6/2,成型16号,990B RR,"2,192","2,266",,18.00,6.00,,,0.33,0.50,,,23.50 ,23.17 ,97.92%,98.60%,97.8,,,1390,23.17
91441,6/2,成型17号,400B FR,"2,024","1,770",,18.00,,,,1.13,2.67,,1.00,14.33 ,13.20 ,59.71%,92.11%,134.1,,,792,13.20
91681,6/2,成型18号,D54L RR,"2,940","2,970",,18.00,6.00,,,0.16,0.67,,,23.33 ,23.17 ,97.21%,99.31%,128.2,,,1390,23.17
91111,6/2,成型19号,TTA,"2,024","2,106",,18.00,,,,0.48,2.67,,,15.33 ,14.85 ,63.88%,96.87%,141.8,,,891,14.85
92441,6/2,成型20号,310D CTR,"3,336","3,475",,18.00,6.00,,,0.15,0.33,,,23.67 ,23.52 ,98.63%,99.37%,147.7,,,1411,23.52
